ST160Q01IA,ST160Q02IA,ST160Q03IA,ST160Q04IA,ST160Q05IA,PV1READ,PV2READ,PV3READ,PV4READ,PV5READ,PV6READ,PV7READ,PV8READ,PV9READ,PV10READ,ISCEDL
2,2,2,3,1,510.896,467.266,465.969,477.862,466.647,565.134,461.089,478.89,460.105,491.682,3
2,2,1,1,1,481.408,518.858,529.524,481.159,478.316,463.588,490.866,519.456,457.556,487.729,3
3,3,2,4,2,482.746,554.266,514.882,491.537,503.96,548.206,486.749,564.119,511.437,539.371,3
2,2,2,2,1,425.55,430.152,409.998,405.764,377.715,409.8,380.041,405.83,432.881,386.316,2
1,1,1,3,1,418.567,450.046,437.132,360.885,334.499,369.844,373.21,403.48,383.472,377.429,2
2,2,1,3,1,607.142,549.543,574.643,542.238,565.665,568.518,578.219,611.619,621.771,636.408,3
1,2,2,3,3,678.628,711.939,608.858,676.764,622.408,655.631,674.938,706.302,691.456,633.7,3
1,1,2,1,2,640.706,674.745,661.509,658.692,698.732,628.792,623.455,642.71,637.053,662.429,3
3,3,1,4,4,524.365,515.189,547.972,507.995,489.203,574.154,537.366,548.681,511.773,506.497,3
2,3,3,2,2,410.83,361.801,397.33,383.014,378.581,360.533,383.842,351.445,355.912,372.932,3
2,1,2,2,3,474.892,454.463,460.273,423.467,472.765,433.391,436.64,429.158,440.85,429.716,2
1,1,1,3,1,500.303,492.714,540.733,475.329,465.994,495.137,491.077,442.931,500.437,405.65,3
2,2,2,2,1,316.23,368.959,357.012,313.138,347.521,332.087,326.6,344.911,331.026,359.517,3
4,3,3,4,3,757.405,728.786,774.438,809.606,786.981,756.814,759.64,720.819,765.285,733.337,3
2,2,3,4,2,708.475,643.004,660.903,647.591,647.717,673.11,648.792,673.581,657.554,646.636,3
4,4,4,4,3,586.774,608.165,598.559,572.424,593.444,525.506,635.222,650.509,557.689,583.505,3
3,3,2,4,3,512.177,503.408,507.853,534.675,512.317,452.246,583.264,539.831,576.31,504.537,3
3,2,2,4,3,629.388,654.705,617.673,670.642,640.399,634.494,596.624,631.52,659.838,580.202,3
4,4,4,4,3,681.46,718.597,730.581,727.972,703.038,697.528,697.975,661.944,658.53,695.929,3
2,2,2,2,2,393.921,434.245,442.905,428.177,446.006,403.066,404.445,428.496,436.957,442.57,3
4,3,3,4,4,700.555,648.127,676.075,730.252,637.935,685.559,701.2,637.937,725.467,636.529,3
1,1,1,4,1,486.847,479.948,496.06,531.906,522.013,502.259,507.309,521.364,488.771,496.584,3
1,1,1,1,1,424.192,428.045,435.965,385.661,440.809,445.888,433.567,430.63,429.414,415.419,3
3,1,1,3,3,354.115,386.318,366.267,379.429,391.876,390.306,403.077,372.848,402.06,372.361,3
3,3,3,4,3,485.273,519.813,535.308,447.04,496.239,458.302,494.149,505.381,485.894,543.597,2
2,2,1,2,2,538.186,549.41,584.014,570.858,561.353,546.695,546.844,568.715,564.756,558.881,3
3,2,2,3,3,500.046,533.248,525.241,531.989,563.484,533.352,496.151,521.98,517.09,503.325,3
3,3,2,3,3,531.418,549.909,547.618,587.99,529.24,529.445,568.402,526.059,471.986,565.444,3
1,1,1,1,2,479.702,459.521,471.238,490.491,500.337,463.009,486.484,505.084,476.42,452.899,3
2,2,2,2,2,677.801,644.145,599.302,681.574,645.245,637.138,700.988,638.838,583.31,626.815,3
1,1,2,3,3,615.098,659.769,645.246,630.417,558.287,637.936,571.066,624.535,602.049,607.729,3
3,2,2,3,4,621.258,666.647,702.394,614.916,675.982,630.605,720.274,723.45,673.695,639.52,3
3,3,2,4,4,613.419,636.577,608.599,616.42,672.777,567.596,622.084,548.383,646.289,621.268,3
1,1,2,1,1,504.148,477.488,539.837,518.211,494.691,511.646,554.212,465.711,501.803,503.657,3
4,4,4,4,4,350.334,363.564,380.301,387.5,352.681,383.335,375.549,385.504,390.186,351.339,3
4,3,3,4,4,731.605,592.489,665.55,696.964,709.256,697.593,709.962,661.232,653.258,637.173,3
2, ,2,2,2,531.439,519.052,531.719,507.829,531.869,501.669,520.729,471.902,526.992,491.167,3
2,2,2,3,2,395.599,441.501,434.775,363.465,425.361,408.366,400.579,427.194,391.625,395.405,3
1,1,4,4,1,499.715,510.32,462.072,474.856,514.294,506.738,568.292,517.068,502.348,481.505,3
2,1,1,1,2,353.01,397.828,348.685,356.607,382.094,398.783,357.02,376.44,412.835,409.365,3
2,1,1,2,2,523.679,522.955,488.539,521.389,571.74,496.335,479.119,508.033,518.279,505.908,3
4,4,4,4,4,595.519,622.909,600.941,595.161,595.744,559.146,579.211,574.339,599.056,566.265,3
1,1,1,4,4,363.114,340.783,331.871,336.296,350.958,352.878,331.38,305.996,359.114,345.067,2
4,3,3,4,3,704.651,701.872,676.286,635.15,655.88,668.892,612.019,633.97,667.511,628.236,3
4,3,2,4,3,532.449,539.764,547.125,537.39,488.923,565.294,521.592,538.653,518.994,546.552,3
4,3,2,4,4,520.334,557.898,573.178,554.02,512.667,559.856,573.421,548.05,583.93,556.618,3
1,1,2,1,1,414.146,420.607,418.4,463.305,419.118,425.145,337.622,408.76,404.312,429.958,3
2,1,1,3,2,481.171,456.917,499.272,503.003,460.797,523.526,420.478,495.098,440.94,440.929,3
4,4,4,4,4,556.33,614.857,581.816,585.155,614.301,628.719,572.049,586.876,589.724,608.456,3
3,2,3,3,3,522.338,530.353,510.613,492.64,498.164,493.75,522.549,485.999,521.67,545.228,3
4,3,3,4,4,462.616,505.441,534.675,554.897,508.419,512.224,515.194,546.421,553.836,528.337,3
4,4,4,4,4,559.966,630.026,595.315,598.744,544.898,551.628,538.917,510.684,564.727,553.657,3
4,4,4,4,4,640.562,619.036,635.805,633.444,628.494,621.277,612.368,618.679,613.995,614.139,3
2,3,3,2,2,327.123,319.278,348.117,396.306,372.552,333.174,317.43,328.197,335.805,371.472,3
1,1,1,1,2,380.631,415.88,426.862,404.484,436.906,442.305,410.969,415.834,422.681,464.451,2
1,1,1,4,4,370.698,390.556,404.103,363.046,354.42,374.909,375.251,359.062,359.828,355.951,3
3,3,4,3,3,488.708,525.472,518.488,505.699,451.802,499.847,458.113,534.453,482.843,533.022,3
2,2,1,3,2,448.812,490.224,460.341,474.639,472.427,468.316,462.916,506.159,455.727,474.501,2
2,2,2,2,3,372.824,362.694,387.129,359.005,381.34,400.869,365.64,374.081,385.194,334.242,2
4,1,1,3,4,481.742,458.31,512.796,518.424,466.383,438.785,493.775,500.485,472.901,432.586,2
1,1,1,3,2,388.751,396.253,385.286,392.289,348.161,388.797,379.768,340.693,354.503,357.698,3
3,3,3,4,3,449.306,461.314,450.443,471.667,444.743,444.881,418.118,454.735,443.673,467.207,3
3,2,2,3,3,543.028,490.852,527.399,519.103,503.062,557.102,462.397,459.984,503.111,524.824,3
2,2,2,3,3,445.121,418.142,529.235,429.798,444.435,447.764,443.572,472.411,427.06,438.53,3
3,2,2,3,2,530.634,531.405,514.13,541.845,517.671,534.73,515.322,525.644,508.235,547.374,3
1,1,1,2,2,264.865,337.182,312.933,337.946,333.684,324.13,312.225,318.581,317.046,278.52,3
2,3,3,4,3,524.874,565.687,549.953,526.824,470.069,520.528,526.081,479.544,499.99,523.611,3
1,3,2,4,4,518.094,477.055,524.696,541.106,529.347,522.686,509.996,490.965,534.324,510.782,3
2,1,2,1,2,552.437,553.86,540.611,588.701,539.105,540.103,524.271,539.145,542.462,546.004,3
3,2,3,3,3,546.808,560.338,539.235,556.941,523.596,554.95,487.839,542.19,478.493,510.473,3
1,1,1,2,1,467.094,467.459,467.092,459.904,409.534,475.451,489.052,431.165,441.323,463.238,3
2,2,3,3,4,368.539,355.701,356.324,345.273,300.778,392.535,380.338,380.165,337.261,362.24,3
3,1,1,2,1,437.899,464.889,408.614,478.836,459.241,416.409,456.372,443.156,431.651,420.067,3
3,3,2,3,3,380.872,385.459,338.449,364.831,381.464,325.664,355.038,345.625,378.388,354.069,3
3,2,2,4,2,431.531,419.205,435.732,436.214,473.981,481.372,433.611,422.282,426.362,486.337,3
2,2,2,3,2,433.477,430.36,362.844,446.158,429.188,395.866,362.614,423.808,402.078,439.042,3
2,2,2,3,2,417.006,378.64,399.839,437.416,414.878,356.462,388.156,417.833,395.714,403.408,3
2,2,2,3,2,398.144,396.773,371.71,377.446,435.561,372.38,402.084,391.578,428.765,395.065,3
3,3,3,3,2,393.49,399.991,381.75,417.121,418.276,429.717,363.039,360.223,364.727,434.077,2
4,2,3,3,2,402.755,422.864,402.801,442.336,420.401,404.847,423.922,463.048,432.644,452.26,3
3,2,2,3,2,579.097,585.312,525.597,554.097,578.558,579.489,551.384,545.477,583.593,548.455,3
2,1,1,4,4,432.719,494.621,476.335,495.32,422.139,444.385,426.163,447.884,453.473,479.443,3
3,2,2,3,3,628.614,672.758,644.916,761.731,651.682,656.275,604.193,636.795,625.733,658.062,3
4,4,3,4,4,681.124,704.233,659.393,612.944,655.406,658.059,662.054,642.511,652.231,685.918,3
3,3,4,4,3,627.213,692.819,646.964,666.559,660.798,643.924,620.403,620.917,652.702,660.937,3
2,2,3,4,1,561.864,633.318,601.953,599.547,627.78,565.659,571.325,641.99,578.432,616.149,3
1,1,1,1,1,552.466,557.194,541.414,530.988,561.375,537.047,552.792,546.608,540.795,610.336,3
1,1,1,1,2,541.771,565.247,522.167,535.757,581.258,533.057,548.398,550.563,609.836,529.384,3
4,4,4,4,4,609.244,580.88,577.936,529.869,535.099,580.212,572.224,595.013,525.048,566.847,3
2,1,1,2,2,496.773,466.818,489.992,455.166,471.609,462.82,458.03,443.814,455.081,481.922,3
1,2,2,2,2,592.429,575.678,545.08,635.186,592.163,581.8,586.693,617.209,592.818,597.909,3
2,1,1,2,1,379.946,331.942,341.014,321.286,328.951,320.67,344.958,321.321,330.927,349.778,3
4,3,3,4,3,701.467,663.557,688.609,686.03,608.923,716.583,677.042,703.089,658.707,635.308,3
1,2,3,2,1,333.26,373.708,385.857,360.524,348.531,394.572,399.984,428.002,358.397,348.512,3
2,2,2,3,3,530.94,537.297,547.62,539.629,501.357,552.719,512.276,511.81,542.278,502.073,3
3,2,2,3,3,639.817,620.512,705.408,660.217,676.303,629.719,651.001,640.383,653.488,694.734,3
2,1,1,2,2,601.947,608.237,634.878,572.872,561.953,591.531,551.057,593.175,582.956,545.064,3
1,2,2,2,2,426.938,399.364,421.352,523.968,444.06,482.039,445.978,494.219,455.652,434.926,3
3,1,3,4,2,658.919,664.275,637.995,675.009,645.295,690.059,652.22,630.583,745.841,679.35,3
3,3,3,4,3,519.413,575.752,526.274,535.532,573.737,540.862,528.563,544.802,544.275,535.414,3
1,1,1,1,2,561.875,562.019,603.5,603.491,581.894,591.591,569.678,507.112,575.294,506.696,3
2,2,2,3,2,616.599,591.278,603.792,629.962,615.674,612.802,564.559,598.843,592.558,539.476,3
2,1,3,2,3,584.292,606.776,652.635,590.946,625.118,591.861,586.254,622.971,542.715,582.689,3
1,3,1,3,1,387.512,383.84,439.113,409.697,390.894,394.279,465.717,414.568,410.181,377.119,3
1,1,1,3,2,405.426,409.951,375.455,418.353,389.593,378.574,402.469,375.165,388.871,369.891,2
1,2, ,3,2,480.491,465.188,476.56,460.742,526.44,488.565,430.507,455.532,462.32,472.301,3
1,1,1,2,1,271.537,267.681,253.504,270.015,249.013,253.584,224.424,255.907,255.24,243.394,2
1,2,2,3,1,371.376,359.503,366.828,381.423,386.364,346.814,399.822,392.848,411.333,417.252,3
1,1,1,2,1,441.818,511.11,507.049,431.761,480.267,468.93,455.325,484.689,463.183,489.366,3
1,1,1,1,2,421.815,389.064,422.8,330.809,409.228,373.768,379.454,371.582,387.687,347.611,3
2,3,2,2,1,551.827,568.221,549.056,539.498,562.439,556.907,552.567,549.025,537.435,576.964,3
3,2,2,4,4,417.463,442.941,424.151,455.912,457.297,395.918,451.967,475.445,449.323,482.341,3
2,1,1,3,2,367.789,381.1,359.497,367.601,385.523,390.331,399.007,380.171,376.085,384.251,3
3,2,3,4,1,402.874,436.057,386.309,356.396,382.898,387.765,365.991,368.446,379.078,428.052,2
1,2,2,3,2,338.24,320.833,304.495,308.906,334.565,318.486,315.564,314.951,331.492,315.822,3
4,2,3,4,3,577.619,617.733,655.516,591.049,570.497,515.92,565.216,547.513,558.947,599.749,3
3,3,4,4,2,482.815,511.782,521.426,549.299,543.23,529.488,489.757,510.801,471.417,531.587,2
1,1,1,2,1,425.918,423.163,441.123,427.907,443.07,401.21,411.1,396.881,386.802,391.83,3
2,3,4,3,2,375.603,371.275,366.147,370.429,369.139,357.12,360.567,373.423,353.101,356.264,2
1,1,1,2,4,557.375,527.553,602.082,600.971,557.243,618.591,531.596,570.429,527.943,578.043,3
2,1,2,3,1,422.201,458.867,376.873,400.647,389.256,414.707,412.951,409.698,440.414,445.274,3
3,3,4,4,1,525.904,571.507,500.748,559.124,491.606,525.914,556.152,504.695,504.494,551.671,3
2,2,3,4,2,448.519,399.066,387.157,436.214,435.201,409.059,401.04,447.882,348.402,431.424,3
2,2,2,3,2,447.014,423.903,425.728,449.195,449.274,398.948,432.47,417.482,453.005,467.254,2
1,2,2,3,1,357.167,361.56,365.648,390.932,374.438,362.873,388.223,409.029,371.258,379.623,3
1,1,1,2,2,477.601,468.352,478.668,430.691,447.408,443.275,475.27,486.069,535.244,471.84,3
4,4,3,4,4,558.271,533.348,573.006,588.103,635.288,614.153,560.625,580.372,565.495,564.097,3
3,1,2,4,2,417.941,446.163,426.036,400.063,435.055,413.855,457.819,449.848,476.746,418.486,3
1,2,2,2,2,471.254,437.561,477.371,441.969,459.509,417.33,455.983,458.882,458.576,387.625,3
1,1,1,3,1,371.147,383.292,383.039,347.936,366.152,360.162,332.05,372.518,342.044,345.987,3
2,3,3,4,2,333.764,357.828,339.919,455.184,358.567,316.673,385.923,383.391,362.284,368.365,3
1,1,1,1,1,506.695,521.304,527.983,528.077,498.207,566.42,484.248,542.05,520.438,505.628,3
4,4,4,4,4,424.144,470.64,458.307,441.201,490.856,483.061,442.867,463.664,482.536,451.212,3
2, ,2,3,1,316.979,299.781,261.828,283.835,239.839,301.62,221.061,343.332,289.906,343.351,2
2,1,1,2,2,367.979,411.491,375.232,382.447,359.68,353.148,404.015,416.634,397.63,394.264,3
3,2,2,4,2,474.68,420.807,451.269,491.16,432.075,458.746,454.372,444.293,456.715,513.841,3
1,2,2,3,2,517.445,499.341,502.339,437.217,465.825,522.392,500.015,501.045,451.04,486.717,3
3,1,2,3,2,504.591,453.847,435.87,459.189,462.48,449.691,471.695,518.307,418.079,482.634,3
2,1,1,2,2,505.488,536.179,471.605,478.288,469.151,453.381,476.41,462.994,494.496,485.042,3
1,1,2,2,2,685.366,632.936,652.1,670.358,679.009,629.081,661.07,705.009,651.576,684.584,3
1,1,1,1,2,595.782,582.135,537.523,568.261,568.758,555.072,562.607,595.26,565.308,512.413,3
2,2,3,4,3,602.341,577.963,603.18,522.245,567.205,556.688,573.969,581.079,577.644,582.056,3
4,4,4,4,3,527.256,517.356,551.875,524.178,573.161,567.475,497.236,584.305,534.447,597.827,3
3,3,3,3,4,644.016,713.765,642.091,650.146,695.612,714.653,660.903,674.478,666.361,700.058,3
3,2,2,3,3,621.783,603.568,598.932,591.945,593.678,627.137,562.502,643.882,590.35,638.054,3
 , , , , ,350.836,360.043,387.881,375.317,405.093,372.428,419.444,388.813,316.004,394.795,2
3,2,3,3,3,413.332,404.436,385.948,408.948,407.845,451.255,402.744,399.704,416.657,441.212,3
2,1,1,2,2,411.49,435.655,447.75,389.013,399.889,410.624,413.103,427.814,433.07,412.495,3
4,3,1,3,3,626.84,595.145,636.334,619.243,632.631,642.524,638.401,700.045,626.167,635.425,3
1,1,1,1,2,423.501,429.029,478.194,405.067,442.862,511.009,435.931,428.582,450.741,486.714,3
1,1,1,3,1,511.993,567.684,581.531,627.368,542.477,552.054,607.618,589.093,611.849,591.008,3
2,1,2,3,2,462.369,486.646,467.83,511.861,404.649,439.171,541.736,486.788,466.819,460.942,3
1,1,1,1,1,634.33,637.545,632.216,617.553,606.274,510.615,659.164,622.753,587.81,649.955,3
3,3,3,4,2,451.317,507.69,450.305,489.521,467.086,442.55,438.426,493.737,516.547,463.545,3
3,2,1,3,3,442.216,519.354,523.664,479.994,520.16,488.729,491.76,551.294,548.946,557.294,3
1,1,1,1,1,497.277,487.958,443.183,456.078,433.1,483.516,495.601,483.478,478.609,486.658,3
4,4,3,4,3,543.607,597.035,541.106,556.322,536.575,531.528,530.389,571.638,537.762,542.666,3
1,1,1,1,1,673.691,675.739,678.233,669.004,657.577,654.839,629.282,661.212,651.022,635.554,3
2,3,3,3,2,471.511,567.058,523.596,537.066,527.158,483.019,502.268,566.514,516.828,526.477,3
2,2,1,4,2,559.331,613.225,611.497,580.658,599.825,560.6,561.104,556.036,564.659,577.012,3
4,4,4,4,4,685.971,724.018,744.999,708.887,706.637,686.139,691.416,681.098,729.223,715.305,3
3,3,2,3,3,458.406,464.337,503.582,496.693,455.524,491.934,485.729,415.917,488.784,550.834,3
4,2,3,3,4,545.072,527.583,505.673,518.278,563.072,548.611,495.681,561.663,570.507,569.656,3
 , , , , ,285.922,212.889,228.886,249.221,217.226,265.667,241.071,272.821,271.238,236.101,3
1,1,1,3,2,580.221,534.324,551.376,503.944,542.883,529.987,559.805,553.726,613.571,541.344,3
2,2,1,3,2,609.491,535.56,641.497,597.456,583.137,645.402,601.459,595.023,627.833,612.048,3
2,2,2,3,2,530.251,573.331,515.749,541.606,504.35,523.64,582.174,564.101,538.63,516.901,3
2,1,1,1,1,557.839,554.78,595.24,530.977,540.394,596.113,580.389,567.5,581.482,594.763,3
1,2,3,2,1,664.847,630.098,565.131,663.462,608.499,629.478,623.178,617.844,590.09,668.188,3
3,2,3,3,2,633.833,666.43,662.368,668.481,678.636,611.969,611.186,689.333,617.384,613.22,3
3,2,3,4,3,457.733,452.071,431.354,493.17,476.805,479.563,465.812,467.188,460.482,445.535,3
4,4,3,4,4,463.419,433.445,444.277,518.424,489.917,521.56,481.856,478.277,451.998,448.545,3
2,2,3,4,3,623.064,541.405,600.401,574.43,564.989,577.574,587.289,571.693,558.766,606.032,3
3,2,3,3,3,467.157,472.632,486.52,464.475,495.773,450.84,420.615,484.851,506.944,467.352,3
3,2,3,3,2,566.079,560.738,598.414,606.341,556.086,497.586,584.58,579.347,626.406,686.428,3
1,2,4,4,2,504.424,572.354,563.671,556.476,544.038,534.99,546.46,517.792,549.448,571.951,3
2,1,1,2,3,516.644,499.234,511.901,527.914,488.194,553.075,516.851,554.025,567.575,538.452,3
3,2,3,3,3,597.55,645.403,602.042,620.303,593.605,574.928,625.326,648.328,597.705,613.441,3
2,1,1,3,3,576.448,603.369,576.466,576.908,568.598,549.701,615.755,581,590.224,603.653,3
3, ,3,3,3,429.588,453.03,462.758,497.451,462.453,455.954,451.898,477.234,470.53,434.493,3
4,3,3,3,3,566.081,540.514,534.34,547.208,607.967,563.742,573.729,554.603,509.611,545.746,3
2,2,1,2,1,550.194,480.443,484.634,522.247,464.541,579.412,516.923,535.936,498.887,502.728,3
2,1,1,3,1,471.318,476.988,457.427,470.487,458.062,478.441,483.167,455.01,460.579,527.28,3
2,2,3,3,1,475.911,473.264,470.256,465.092,485.142,474.885,489.387,459.062,459.922,514.434,3
1,1,1,1,1,458.29,442.111,515.688,480.499,449.813,451.106,443.007,415.302,426.312,466.249,3
3,2,2,2,2,490.338,429.142,428.127,420.117,435.572,437.591,456.521,437.4,411.176,458.35,3
2,1,1,3,2,512.349,525.165,511.136,508.616,567.794,511.705,534.949,533.886,476.542,573.661,3
2,2,2,3,3,533.244,495.216,525.262,504.721,508.259,567.876,520.969,562.976,561.353,525.576,3
4,2,2,3,3,564.628,548.294,518.14,520.206,557.977,522.222,566.446,447.792,528.198,539.61,3
2,2,2,3,3,640.809,660.428,641.021,637.177,674.326,645.957,654.197,649.694,616.959,647.585,3
4,1,3,2,2,390.674,385.231,393.232,424.15,394.732,395.631,399.149,389.623,417.775,407.294,3
3,2,2,3,2,423.485,462.673,470.689,425.798,520.788,482.132,507.407,430.747,455.079,465.517,3
2,1,2,2,2,492.058,490.08,413.449,495.994,548.161,457.648,513.508,486.281,490.325,478.457,3
3,2,2,1,2,284.021,293.807,300.691,276.993,299.514,277.587,299.377,310.152,308.541,294.817,3
2,2,3,3,2,434.972,434.181,416.403,464.896,453.929,458.21,439.232,457.719,448.344,437.375,2
2,2,3,3,2,635.222,549.297,590.922,584.655,490.871,541.023,581.019,563.969,571.506,601.868,3
1,1,1,1,2,281.254,256.966,276.34,256.978,257.91,280.568,228.299,224.978,304.553,263.477,3
2,1,2,2,1,449.557,437.383,388.05,429.369,408.085,396.716,471.035,437.441,434.59,500.323,3
3,2,2,3,3,631.961,616.029,569.792,545.653,617.882,636.045,590.768,608.04,595.943,576.222,3
4,3,3,4,3,417.779,394.354,420.747,396.036,452.898,393.852,459.647,429.904,416.543,424.641,3
2,1,2,3,2,681.788,663.218,705.532,632.985,571.966,643.714,626.371,581.003,557.358,619.263,3
2,1,2,2,2,505.978,469.917,504.794,462.732,529.288,512.155,500.153,557.463,534.572,545.22,3
1,1,1,2,2,489.8,511.588,496.982,523.696,504.096,490.678,538.081,536.549,557.342,470.051,3
1,1,1,1,1,620.714,582.381,645.32,607.072,577.91,600.176,610.208,613.707,571.081,589.127,3
2,2,3,2,2,321.704,334.881,346.019,328.222,294.522,290.337,331.561,322.431,330.795,280.696,2
3,3,2,3,2,463.831,476.393,477.728,407.565,462.433,524.34,435.454,470.165,452.922,479.61,3
2,1,1,2,2,508.414,517.621,452.946,428.566,466.599,431.542,438.605,462.077,444.622,460.252,3
4,4,4,4,4,600.18,596.293,585.444,650.401,608.813,581.445,626.452,621.228,588.765,611.933,3
1,4,4,4,1,291.286,319.147,276.086,257.012,294.19,301.842,281.705,346.672,311.252,294.721,2
2,3,2,3,1,466.446,527.359,477.493,424.294,471.789,497.818,501.861,521.068,451.548,465.294,3
2,3,3,3,2,426.06,402.329,381.929,391.376,394.269,391.089,409.765,343.5,402.665,437.927,2
3,2,3,3,2,452.284,480.72,483.433,476.946,444.595,412.667,489.986,490.663,505.929,471.096,3
2,2,2,3,1,426.524,511.56,464.416,487.729,473.324,474.392,486.978,485.589,471.34,532.746,3
1,1,3,2,1,531.724,529.812,489.807,535.197,507.819,504.233,503.78,524.817,528.083,522.289,3
4,4,3,2,2,541.111,554.208,558.776,570.352,556.599,588.246,608.784,552.537,582.717,528.664,2
3,2,2,3,3,507.12,472.998,535.039,445.101,471.852,475.924,473.6,507.879,524.296,526.276,3
2,2,2,2,2,422.707,464.24,479.709,508.084,491.568,489.4,496.302,445.544,438.221,465.921,3
2, ,2,3,1,407.653,380.646,389.096,372.767,419.376,389.8,384.343,427.296,379.906,405.282,3
3,3,3,4,3,470.687,490.307,526.563,496.147,499.928,450.967,456.952,470.084,492.244,537.065,3
4,4,3,4,3,531.524,489.08,490.872,540.721,561.967,486.579,524.739,511.694,521.534,551.936,3
2,2,2,3,2,429.906,498.963,468.966,488.413,476.168,471.993,463.707,459.833,488.15,481.806,3
4,1,1,4,4,297.641,289.375,331.338,294.547,330.523,319.503,355.384,305.478,319.445,373.854,3
3,3,2,4,2,416.472,417.031,380.129,441.037,433.807,415.973,413.563,399.73,404.195,363.967,2
4,1,1,1,1,299.261,278.124,291.348,329.419,302.558,342.565,297.871,310.078,313.093,273.621,2
1,1,1,4,1,400.974,390.138,383.141,404.465,347.863,379.341,382.803,401.872,391.698,387.928,3
1,1,2,3,2,595.61,604.3,644.604,613.5,602.169,607.636,564.666,611.688,592.853,578.832,3
2,3,2,2,2,290.263,281.461,256.897,265.68,268.816,273.286,306.999,249.863,314.869,259.918,3
3,2,2,3,3,487.955,516.311,468.298,486.698,494.887,482.312,424.37,496.262,468.838,485.919,3
2,2,2,3,3,532.574,561.764,538.29,546.721,523.987,535.771,544.02,522.194,548.709,535.15,3
3,2,3,4,2,390.759,363.1,327.871,377.525,413.251,423.91,374.781,380.363,402.371,373.62,2
3,4,3,4,4,546.353,531.125,543.003,501.023,563.311,528.177,590.274,488.005,530.669,550.745,3
2,2,2,3,1,539.072,493.872,512.617,483.37,514.125,504.105,501.72,541.996,470.351,493.021,3
